,distance_mean,speed_mean,acc_mean,bearing_mean,distance_max,speed_max,acc_max,bearing_max,distance_min,speed_min,acc_min,bearing_min,distance_mediam,speed_mediam,acc_median,bearing_mediam,distance_std,speed_std,acc_std,bearing_std,transportation_mode
0,2.6349374163617596,0.008261834087422924,5.4460291450704943e-05,134.3269004804442,102.62072467508001,0.0327395691526543,0.0018586286013925124,357.37077250973715,0.0,0.0,-0.0002141841554264116,0.0,0.14852765936296655,0.0025174179553002505,0.0,189.67934624130933,13.8043456510892,0.010137649451650743,0.00024965919148508105,112.8229837809238,train
0,4.673289804942059,0.01646515719852469,1.9320138620227386e-05,211.01631039688624,227.10199825622794,0.03240042474407845,0.0010480516922052954,358.93556619988306,0.0,0.0,-0.0004457113569938908,0.0,1.244612531657867,0.020257028405279286,5.132290028238306e-06,265.46379190864764,24.425992062140423,0.011566634276798535,0.00013225303763621327,94.46107498095206,train
0,6.913974254821517,0.008321963678707835,2.796842492239384e-05,149.69300961258833,288.05926771764643,0.031540586906293036,0.0012737339371692092,321.76035652489867,0.0,0.0,-0.0003783696269860721,0.0,0.0,0.0,0.0,0.0,40.97647747723525,0.011488016345228481,0.00015812194960810767,154.03120602754734,train
0,5.664271070841051,0.016291352354295168,0.00014865931129004654,198.14604751780632,178.28452853129235,0.02993206010765409,0.009292263728945344,348.37680500891946,0.0,0.0,-0.00048258771751692395,0.0,1.125509688584181,0.018952802789547984,0.0,235.26065758288115,26.341851764315223,0.010699288774217653,0.0012139695166638815,99.39672080463234,train
0,5.102474353545715,0.013446322400648882,0.00015020728978745526,158.41650759138747,156.60948161303781,0.030412664517981674,0.009133940819502544,273.12312435044794,0.0,0.0,-0.00023067910497280537,0.0,0.497586823575231,0.008293113726240026,0.0,225.8976174113135,23.849953184931515,0.013270630973759134,0.0011918053632638515,121.18344996982516,train
0,0.0013441613231871482,0.0010850845050357585,-3.82722817462864e-05,207.38315041845985,0.021640009689506606,0.0038480271892838516,0.0016260488245243752,322.33498048962576,0.0,0.0,-0.0021944752805043988,0.0,0.001111949266008448,0.0010580079214385057,-3.2225001242867843e-06,217.6651949110113,0.0016474910204652706,0.00047761787664444774,0.00041453533716928766,58.10067302643362,walk
0,0.006172124038327066,0.005970296570379554,-4.864082007604379e-05,273.40520115839865,0.014813811732248163,0.012483375135436799,0.0019155262067279677,358.4018525301568,0.0003335847798815431,0.0001898667687857842,-0.006366524752115643,0.0,0.00560757095872858,0.005457808656903668,-2.5978769343155313e-06,255.4742128355138,0.003691674164388716,0.003649654465263624,0.0008711442427880421,60.81562800785249,taxi
0,0.030246411539470573,0.007247033224214891,4.860916279845498e-05,72.80286307695998,0.44056153200721904,0.01651312720058357,0.0036508600368995434,195.6258017639461,0.0,0.0,-0.004198750931966229,0.0,0.02344363024435687,0.007097743891106782,7.569813726681504e-05,84.75270290021237,0.03454046839249814,0.0037061337572252173,0.0009607214312442687,46.88941168475706,bus
0,3.4079026782317596,0.011052379176729063,0.00018364599619657344,44.90855603704014,124.04735034392958,0.029758597400279044,0.009299146331975573,89.9999980222928,0.0,0.0,-0.00017884607659135698,0.0,0.46370295270414724,0.007859372079717987,0.0,65.07062326424477,16.818338172867264,0.011646308089446772,0.0012139584051606943,34.498810435525144,train
0,0.01279927081110639,0.012799270809826468,-2.419568880388023e-05,111.10332251078407,0.022277564272141028,0.022277564269913272,0.001935346971768039,270.00000097638406,0.0,0.0,-0.002401086575664344,0.0,0.013442830190594711,0.013442830189250429,3.6701949165553154e-05,104.00504271650652,0.0053698689441061785,0.005369868943569191,0.0006273913637013268,39.73345728586076,taxi
0,0.020699414520321455,0.019990890151714992,-4.781958271141835e-06,111.24829448940115,6.202070605785054,0.04125535357719743,0.010904791681031499,359.79712977224534,0.0008895594124907232,7.581801364268941e-06,-0.023914141450694985,0.0,0.019726370135924022,0.01970039226732403,-2.385099825735947e-09,85.73775833558057,0.04577753627943535,0.007204626171181012,0.0005873903811804725,90.88339561687928,train
0,0.01578030449311199,0.013727672490444287,-7.629699237662322e-06,102.66330632224981,13.081979674059845,0.029219777283513538,0.008299945809279846,359.7799095532539,0.0011969694120327744,1.291163885759633e-05,-0.014147849185538873,0.0,0.013836709106803527,0.013802478379174626,-1.1393936097293917e-09,79.30738496770351,0.1283297340970979,0.004726011101033277,0.00044388201475941173,80.35449450989064,train
0,0.0016681906386590583,0.001354746518215189,-5.3638236908701346e-05,171.11836098206288,0.029768661847922564,0.007239042751456037,0.007239042750732133,354.44405879552687,0.0,0.0,-0.005230968888954303,0.0,0.0014478085252326509,0.001383565878188401,-1.98761161706406e-05,265.390299988401,0.0028682460530905112,0.0008355343659242487,0.000998657141975483,148.70523507795536,walk
0,0.025345656088399837,0.02529255815271371,-2.481699416551082e-06,170.66771421028773,0.07954832686944803,0.036614957955638704,0.006100297974520887,359.4885772296559,0.0,0.0,-0.004290386209195453,0.0,0.027506117453214126,0.027492522574135057,0.0,167.43259371933323,0.008423224157755777,0.00832797698804093,0.000428447198411947,102.08813472727742,taxi
0,0.3937872868045082,0.026484602483795597,6.743529085399872e-07,112.92261810438468,4.21226842622407,0.03902787645184664,0.0008478155749240984,269.32169801466813,0.0,0.0,-0.002102571462406848,0.0,0.4411668653742779,0.029861602116925626,1.663605664866778e-06,116.94418345402971,0.1684365195457396,0.01042521217373549,7.631199333395141e-05,33.50639233415655,train
0,0.3818730760958683,0.024045384597227947,-1.662270355680789e-05,109.63788827075818,27.714392196476208,0.08877069418446293,0.005336823943163458,358.04576801840807,0.0,0.0,-0.024265473811423632,0.0,0.373120142710776,0.02474950791807449,1.10528353898431e-06,103.43055326108569,0.5508326652967344,0.008951740878057257,0.0004748466436503653,47.76235971705484,train
0,0.5859344147335488,0.03554934039098968,-0.00010127694222394787,91.77096496851144,32.381270537470236,0.17270705758360883,0.00633829633535537,359.9473687817693,0.0,0.0,-0.13820334250361718,0.0,0.5562396709773848,0.03731559666506424,7.193187421310377e-07,44.687624506901614,1.1920344532332856,0.01422841168038481,0.003729626285500882,111.71136880506596,train
0,0.07218307082585876,0.004843039318596272,4.730215923311916e-05,84.3848219541459,0.22259142469670745,0.014839428313014899,0.002467364052812219,359.28619440752186,0.0,0.0,-0.0006098306075573527,0.0,0.07079443144960765,0.004930037373731032,0.0,86.00255206977619,0.06031803694041581,0.004020441833330715,0.00036256260499679526,81.1115204137428,bus
0,0.015356358822781937,0.01374163768412689,-0.0001593220580403035,155.58212576748627,0.4766761158936771,0.04591176394066956,0.02253931234221271,359.11041927367364,0.0,0.0,-0.022824039321003256,0.0,0.013722993128775505,0.012690417792580455,9.867433329244537e-06,173.53372448982338,0.014846061148355164,0.00805218556468899,0.0031244775069786098,70.40490724686943,bus
0,0.03265773350924845,0.02239402959475579,-5.197458339883162e-05,240.29990703432975,1.3416511917327323,0.05470290603624199,0.023506164957574918,359.79527102059205,0.0,0.0,-0.033806825868823706,0.0,0.026630324917853585,0.025913247410506258,2.563442138134159e-06,291.54716562623344,0.03703254551272112,0.007560927845651741,0.0016236640438949024,122.75028872883377,bus
0,0.0020509026073885417,0.0013106817939348948,-2.4585151438539043e-06,318.8538790465845,0.5219775892901933,0.00483547254234615,0.00338689482089131,357.662739905371,0.0,0.0,-0.003108979649712482,0.0,0.001226424976941961,0.0012155048789451127,-1.8644054397424438e-11,325.6867364130933,0.01784308430616571,0.0005924906792279352,0.00045027949277139865,49.76576462136573,walk
